distortion,severity,variant,accuracy,nll,ece
frost,3,f_small,0.31878000497817993,3.7513275146484375,9.990854263305664
frost,3,f_large_TS,0.5838599801063538,2.296534538269043,6.4634294509887695
frost,3,f_small_TS,0.31878000497817993,3.638655424118042,7.342705726623535
frost,3,Duo_Joint_TS,0.571179986000061,2.2090587615966797,7.178719997406006
frost,4,f_large,0.5657200217247009,2.601569890975952,5.7417378425598145
frost,4,f_small,0.2965199947357178,3.9711976051330566,9.897907257080078
frost,4,f_large_TS,0.5657200217247009,2.42401385307312,6.364818572998047
frost,4,f_small_TS,0.2965199947357178,3.814744472503662,7.279350280761719
frost,4,Duo_Joint_TS,0.5507199764251709,2.3417391777038574,7.045742034912109
frost,5,f_large,0.5035799741744995,2.9229602813720703,5.652247905731201
frost,5,f_small,0.2305999994277954,4.61594820022583,9.365341186523438
frost,5,f_large_TS,0.5035799741744995,2.7628493309020996,6.260351181030273
frost,5,f_small_TS,0.2305999994277954,4.368058681488037,6.9005126953125
frost,5,Duo_Joint_TS,0.48482000827789307,2.7551915645599365,6.733562469482422
fog,1,f_large,0.7560999989509583,1.4587562084197998,6.3225016593933105
fog,1,f_small,0.6140599846839905,1.6381558179855347,13.280760765075684
fog,1,f_large_TS,0.7560999989509583,1.2757600545883179,7.0217604637146
fog,1,f_small_TS,0.6140599846839905,1.687035322189331,9.711715698242188
fog,1,Duo_Joint_TS,0.7552000284194946,1.0423859357833862,8.892251014709473
fog,2,f_large,0.7302200198173523,1.6120357513427734,6.226320743560791
fog,2,f_small,0.5543000102043152,1.962958574295044,12.48283576965332
fog,2,f_large_TS,0.7302200198173523,1.4297857284545898,6.913522720336914
fog,2,f_small_TS,0.5543000102043152,2.0067970752716064,9.1340970993042
fog,2,Duo_Joint_TS,0.7323799729347229,1.198923110961914,8.512323379516602
fog,3,f_large,0.6484599709510803,2.1782968044281006,5.7221503257751465
fog,3,f_small,0.4623599946498871,2.5077428817749023,11.494426727294922
fog,3,f_large_TS,0.6484599709510803,1.979408621788025,6.351469993591309
fog,3,f_small_TS,0.4623599946498871,2.519887924194336,8.423186302185059
fog,3,Duo_Joint_TS,0.670520007610321,1.615646243095398,7.6755876541137695
fog,4,f_large,0.48677998781204224,2.9712305068969727,5.3987956047058105
fog,4,f_small,0.39866000413894653,2.9888598918914795,10.981682777404785
fog,4,f_large_TS,0.48677998781204224,2.787780284881592,5.980201721191406
fog,4,f_small_TS,0.39866000413894653,2.936502456665039,8.058509826660156
